TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
8	O	_	O	_	_	O	_	_	_
Incitabant	O	_	O	_	_	O	_	_	_
praeterea	O	_	O	_	_	O	_	_	_
corrupti	O	_	O	_	_	O	_	_	_
civitatis	O	_	O	_	_	O	_	_	_
mores	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quos	O	_	O	_	_	O	_	_	_
pessuma	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
divorsa	O	_	O	_	_	O	_	_	_
inter	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
mala	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
luxuria	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
avaritia	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
vexabant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
9	O	_	O	_	_	O	_	_	_
Res	O	_	O	_	_	O	_	_	_
ipsa	O	_	O	_	_	O	_	_	_
hortari	O	_	O	_	_	O	_	_	_
videtur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quoniam	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
moribus	O	_	O	_	_	O	_	_	_
civitatis	O	_	O	_	_	O	_	_	_
tempus	O	_	O	_	_	O	_	_	_
admonuit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
supra	O	_	O	_	_	O	_	_	_
repetere	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
paucis	O	_	O	_	_	O	_	_	_
instituta	O	_	O	_	_	O	_	_	_
maiorum	O	_	O	_	_	O	_	_	_
domi	O	_	O	_	_	O	_	_	_
militiaeque	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quo	O	_	O	_	_	O	_	_	_
modo	O	_	O	_	_	O	_	_	_
rem	O	_	O	_	_	O	_	_	_
publicam	O	_	O	_	_	O	_	_	_
habuerint	O	_	O	_	_	O	_	_	_
quantamque	O	_	O	_	_	O	_	_	_
reliquerint	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ut	O	_	O	_	_	O	_	_	_
paulatim	O	_	O	_	_	O	_	_	_
inmutata	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
pulcherruma	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
optuma	O	_	O	_	_	O	_	_	_
pessuma	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
flagitiosissuma	O	_	O	_	_	O	_	_	_
facta	O	_	O	_	_	O	_	_	_
sit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
disserere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
6	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Urbem	O	_	O	_	_	O	_	_	_
Romam	B-place	_	B-place	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sicuti	O	_	O	_	_	O	_	_	_
ego	O	_	O	_	_	O	_	_	_
accepi	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
condidere	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
habuere	O	_	O	_	_	O	_	_	_
initio	O	_	O	_	_	O	_	_	_
Troiani	B-collective	_	B-collective.ethnic	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
Aenea	B-person	_	B-person.mythological	_	_	O	_	_	_
duce	O	_	O	_	_	O	_	_	_
profugi	O	_	O	_	_	O	_	_	_
sedibus	O	_	O	_	_	O	_	_	_
incertis	O	_	O	_	_	O	_	_	_
vagabantur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
cumque	O	_	O	_	_	O	_	_	_
iis	O	_	O	_	_	O	_	_	_
Aborigines	B-collective	_	B-collective.ethnic	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
genus	O	_	O	_	_	O	_	_	_
hominum	O	_	O	_	_	O	_	_	_
agreste	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sine	O	_	O	_	_	O	_	_	_
legibus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sine	O	_	O	_	_	O	_	_	_
imperio	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
liberum	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
solutum	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Hi	O	_	O	_	_	O	_	_	_
postquam	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
una	O	_	O	_	_	O	_	_	_
moenia	O	_	O	_	_	O	_	_	_
convenere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dispari	O	_	O	_	_	O	_	_	_
genere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dissimili	O	_	O	_	_	O	_	_	_
lingua	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
alii	O	_	O	_	_	O	_	_	_
alio	O	_	O	_	_	O	_	_	_
more	O	_	O	_	_	O	_	_	_
viventes	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
incredibile	O	_	O	_	_	O	_	_	_
memoratu	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
facile	O	_	O	_	_	O	_	_	_
coaluerint	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
ita	O	_	O	_	_	O	_	_	_
brevi	O	_	O	_	_	O	_	_	_
multitudo	O	_	O	_	_	O	_	_	_
dispersa	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
vaga	O	_	O	_	_	O	_	_	_
concordia	O	_	O	_	_	O	_	_	_
civitas	O	_	O	_	_	O	_	_	_
facta	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
postquam	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
eorum	O	_	O	_	_	O	_	_	_
civibus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
moribus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
agris	O	_	O	_	_	O	_	_	_
aucta	O	_	O	_	_	O	_	_	_
satis	O	_	O	_	_	O	_	_	_
prospera	O	_	O	_	_	O	_	_	_
satisque	O	_	O	_	_	O	_	_	_
pollens	O	_	O	_	_	O	_	_	_
videbatur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sicuti	O	_	O	_	_	O	_	_	_
pleraque	O	_	O	_	_	O	_	_	_
mortalium	O	_	O	_	_	O	_	_	_
habentur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
invidia	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
opulentia	O	_	O	_	_	O	_	_	_
orta	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Igitur	O	_	O	_	_	O	_	_	_
reges	O	_	O	_	_	O	_	_	_
populique	O	_	O	_	_	O	_	_	_
finitumi	O	_	O	_	_	O	_	_	_
bello	O	_	O	_	_	O	_	_	_
temptare	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pauci	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
amicis	O	_	O	_	_	O	_	_	_
auxilio	O	_	O	_	_	O	_	_	_
esse	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
nam	O	_	O	_	_	O	_	_	_
ceteri	O	_	O	_	_	O	_	_	_
metu	O	_	O	_	_	O	_	_	_
perculsi	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
periculis	O	_	O	_	_	O	_	_	_
aberant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
At	O	_	O	_	_	O	_	_	_
Romani	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
domi	O	_	O	_	_	O	_	_	_
militiaeque	O	_	O	_	_	O	_	_	_
intenti	O	_	O	_	_	O	_	_	_
festinare	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
parare	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
alius	O	_	O	_	_	O	_	_	_
alium	O	_	O	_	_	O	_	_	_
hortari	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
hostibus	O	_	O	_	_	O	_	_	_
obviam	O	_	O	_	_	O	_	_	_
ire	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
libertatem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
patriam	O	_	O	_	_	O	_	_	_
parentisque	O	_	O	_	_	O	_	_	_
armis	O	_	O	_	_	O	_	_	_
tegere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Post	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
pericula	O	_	O	_	_	O	_	_	_
virtute	O	_	O	_	_	O	_	_	_
propulerant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sociis	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
amicis	O	_	O	_	_	O	_	_	_
auxilia	O	_	O	_	_	O	_	_	_
portabant	O	_	O	_	_	O	_	_	_
magisque	O	_	O	_	_	O	_	_	_
dandis	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
accipiundis	O	_	O	_	_	O	_	_	_
beneficiis	O	_	O	_	_	O	_	_	_
amicitias	O	_	O	_	_	O	_	_	_
parabant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
6	O	_	O	_	_	O	_	_	_
Imperium	O	_	O	_	_	O	_	_	_
legitumum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
nomen	O	_	O	_	_	O	_	_	_
imperi	O	_	O	_	_	O	_	_	_
regium	O	_	O	_	_	O	_	_	_
habebant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Delecti	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quibus	O	_	O	_	_	O	_	_	_
corpus	O	_	O	_	_	O	_	_	_
annis	O	_	O	_	_	O	_	_	_
infirmum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ingenium	O	_	O	_	_	O	_	_	_
sapientia	O	_	O	_	_	O	_	_	_
validum	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
publicae	O	_	O	_	_	O	_	_	_
consultabant	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
hi	O	_	O	_	_	O	_	_	_
vel	O	_	O	_	_	O	_	_	_
aetate	O	_	O	_	_	O	_	_	_
vel	O	_	O	_	_	O	_	_	_
curae	O	_	O	_	_	O	_	_	_
similitudine	O	_	O	_	_	O	_	_	_
patres	O	_	O	_	_	O	_	_	_
appellabantur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
7	O	_	O	_	_	O	_	_	_
Post	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ubi	O	_	O	_	_	O	_	_	_
regium	O	_	O	_	_	O	_	_	_
imperium	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quod	O	_	O	_	_	O	_	_	_
initio	O	_	O	_	_	O	_	_	_
conservandae	O	_	O	_	_	O	_	_	_
libertatis	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
augendae	O	_	O	_	_	O	_	_	_
rei	O	_	O	_	_	O	_	_	_
publicae	O	_	O	_	_	O	_	_	_
fuerat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
superbiam	O	_	O	_	_	O	_	_	_
dominationemque	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
convortit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
inmutato	O	_	O	_	_	O	_	_	_
more	O	_	O	_	_	O	_	_	_
annua	O	_	O	_	_	O	_	_	_
imperia	O	_	O	_	_	O	_	_	_
binosque	O	_	O	_	_	O	_	_	_
imperatores	O	_	O	_	_	O	_	_	_
sibi	O	_	O	_	_	O	_	_	_
fecere	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
eo	O	_	O	_	_	O	_	_	_
modo	O	_	O	_	_	O	_	_	_
minume	O	_	O	_	_	O	_	_	_
posse	O	_	O	_	_	O	_	_	_
putabant	O	_	O	_	_	O	_	_	_
per	O	_	O	_	_	O	_	_	_
licentiam	O	_	O	_	_	O	_	_	_
insolescere	O	_	O	_	_	O	_	_	_
animum	O	_	O	_	_	O	_	_	_
humanum	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
7	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
tempestate	O	_	O	_	_	O	_	_	_
coepere	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
quisque	O	_	O	_	_	O	_	_	_
magis	O	_	O	_	_	O	_	_	_
extollere	O	_	O	_	_	O	_	_	_
magisque	O	_	O	_	_	O	_	_	_
ingenium	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
promptu	O	_	O	_	_	O	_	_	_
habere	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Nam	O	_	O	_	_	O	_	_	_
regibus	O	_	O	_	_	O	_	_	_
boni	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
mali	O	_	O	_	_	O	_	_	_
suspectiores	O	_	O	_	_	O	_	_	_
sunt	O	_	O	_	_	O	_	_	_
semperque	O	_	O	_	_	O	_	_	_
iis	O	_	O	_	_	O	_	_	_
aliena	O	_	O	_	_	O	_	_	_
virtus	O	_	O	_	_	O	_	_	_
formidulosa	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
civitas	O	_	O	_	_	O	_	_	_
incredibile	O	_	O	_	_	O	_	_	_
memoratu	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
adepta	O	_	O	_	_	O	_	_	_
libertate	O	_	O	_	_	O	_	_	_
quantum	O	_	O	_	_	O	_	_	_
brevi	O	_	O	_	_	O	_	_	_
creverit	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
tanta	O	_	O	_	_	O	_	_	_
cupido	O	_	O	_	_	O	_	_	_
gloriae	O	_	O	_	_	O	_	_	_
incesserat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Iam	O	_	O	_	_	O	_	_	_
primum	O	_	O	_	_	O	_	_	_
iuventus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
simul	O	_	O	_	_	O	_	_	_
ac	O	_	O	_	_	O	_	_	_
belli	O	_	O	_	_	O	_	_	_
patiens	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
castris	O	_	O	_	_	O	_	_	_
per	O	_	O	_	_	O	_	_	_
laborem	O	_	O	_	_	O	_	_	_
usum	O	_	O	_	_	O	_	_	_
militiae	O	_	O	_	_	O	_	_	_
discebat	O	_	O	_	_	O	_	_	_
magisque	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
decoris	O	_	O	_	_	O	_	_	_
armis	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
militaribus	O	_	O	_	_	O	_	_	_
equis	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
scortis	O	_	O	_	_	O	_	_	_
atque	O	_	O	_	_	O	_	_	_
conviviis	O	_	O	_	_	O	_	_	_
lubidinem	O	_	O	_	_	O	_	_	_
habebant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
Igitur	O	_	O	_	_	O	_	_	_
talibus	O	_	O	_	_	O	_	_	_
viris	O	_	O	_	_	O	_	_	_
non	O	_	O	_	_	O	_	_	_
labor	O	_	O	_	_	O	_	_	_
insolitus	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
non	O	_	O	_	_	O	_	_	_
locus	O	_	O	_	_	O	_	_	_
ullus	O	_	O	_	_	O	_	_	_
asper	O	_	O	_	_	O	_	_	_
aut	O	_	O	_	_	O	_	_	_
arduus	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
non	O	_	O	_	_	O	_	_	_
armatus	O	_	O	_	_	O	_	_	_
hostis	O	_	O	_	_	O	_	_	_
formidulosus	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
virtus	O	_	O	_	_	O	_	_	_
omnia	O	_	O	_	_	O	_	_	_
domuerat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
6	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
gloriae	O	_	O	_	_	O	_	_	_
maxumum	O	_	O	_	_	O	_	_	_
certamen	O	_	O	_	_	O	_	_	_
inter	O	_	O	_	_	O	_	_	_
ipsos	O	_	O	_	_	O	_	_	_
erat	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
quisque	O	_	O	_	_	O	_	_	_
hostem	O	_	O	_	_	O	_	_	_
ferire	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
murum	O	_	O	_	_	O	_	_	_
ascendere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
conspici	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dum	O	_	O	_	_	O	_	_	_
tale	O	_	O	_	_	O	_	_	_
facinus	O	_	O	_	_	O	_	_	_
faceret	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
properabat	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Eas	O	_	O	_	_	O	_	_	_
divitias	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
eam	O	_	O	_	_	O	_	_	_
bonam	O	_	O	_	_	O	_	_	_
famam	O	_	O	_	_	O	_	_	_
magnamque	O	_	O	_	_	O	_	_	_
nobilitatem	O	_	O	_	_	O	_	_	_
putabant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Laudis	O	_	O	_	_	O	_	_	_
avidi	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pecuniae	O	_	O	_	_	O	_	_	_
liberales	O	_	O	_	_	O	_	_	_
erant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
gloriam	O	_	O	_	_	O	_	_	_
ingentem	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
divitias	O	_	O	_	_	O	_	_	_
honestas	O	_	O	_	_	O	_	_	_
volebant	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
7	O	_	O	_	_	O	_	_	_
Memorare	O	_	O	_	_	O	_	_	_
possum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quibus	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
locis	O	_	O	_	_	O	_	_	_
maxumas	O	_	O	_	_	O	_	_	_
hostium	O	_	O	_	_	O	_	_	_
copias	O	_	O	_	_	O	_	_	_
populus	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
Romanus	I-collective	_	I-collective.ethnic	_	_	O	_	_	_
parva	O	_	O	_	_	O	_	_	_
manu	O	_	O	_	_	O	_	_	_
fuderit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quas	O	_	O	_	_	O	_	_	_
urbis	O	_	O	_	_	O	_	_	_
natura	O	_	O	_	_	O	_	_	_
munitas	O	_	O	_	_	O	_	_	_
pugnando	O	_	O	_	_	O	_	_	_
ceperit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ni	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
longius	O	_	O	_	_	O	_	_	_
nos	O	_	O	_	_	O	_	_	_
ab	O	_	O	_	_	O	_	_	_
incepto	O	_	O	_	_	O	_	_	_
traheret	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
[	O	_	O	_	_	O	_	_	NoSpaceAfter
8	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
profecto	O	_	O	_	_	O	_	_	_
fortuna	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
omni	O	_	O	_	_	O	_	_	_
re	O	_	O	_	_	O	_	_	_
dominatur	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
ea	O	_	O	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
cunctas	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
lubidine	O	_	O	_	_	O	_	_	_
magis	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
ex	O	_	O	_	_	O	_	_	_
vero	O	_	O	_	_	O	_	_	_
celebrat	O	_	O	_	_	O	_	_	_
obscuratque	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Atheniensium	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
res	O	_	O	_	_	O	_	_	_
gestae	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sicuti	O	_	O	_	_	O	_	_	_
ego	O	_	O	_	_	O	_	_	_
aestumo	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
satis	O	_	O	_	_	O	_	_	_
amplae	O	_	O	_	_	O	_	_	_
magnificaeque	O	_	O	_	_	O	_	_	_
fuere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
verum	O	_	O	_	_	O	_	_	_
aliquanto	O	_	O	_	_	O	_	_	_
minores	O	_	O	_	_	O	_	_	_
tamen	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quam	O	_	O	_	_	O	_	_	_
fama	O	_	O	_	_	O	_	_	_
feruntur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Sed	O	_	O	_	_	O	_	_	_
quia	O	_	O	_	_	O	_	_	_
provenere	O	_	O	_	_	O	_	_	_
ibi	O	_	O	_	_	O	_	_	_
scriptorum	O	_	O	_	_	O	_	_	_
magna	O	_	O	_	_	O	_	_	_
ingenia	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
per	O	_	O	_	_	O	_	_	_
terrarum	O	_	O	_	_	O	_	_	_
orbem	O	_	O	_	_	O	_	_	_
Atheniensium	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
facta	O	_	O	_	_	O	_	_	_
pro	O	_	O	_	_	O	_	_	_
maxumis	O	_	O	_	_	O	_	_	_
celebrantur	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
4	O	_	O	_	_	O	_	_	_
Ita	O	_	O	_	_	O	_	_	_
eorum	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
fecere	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
virtus	O	_	O	_	_	O	_	_	_
tanta	O	_	O	_	_	O	_	_	_
habetur	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
quantum	O	_	O	_	_	O	_	_	_
eam	O	_	O	_	_	O	_	_	_
verbis	O	_	O	_	_	O	_	_	_
potuere	O	_	O	_	_	O	_	_	_
extollere	O	_	O	_	_	O	_	_	_
praeclara	O	_	O	_	_	O	_	_	_
ingenia	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
5	O	_	O	_	_	O	_	_	_
At	O	_	O	_	_	O	_	_	_
populo	B-collective	_	B-collective.ethnic	_	_	O	_	_	_
Romano	I-collective	_	I-collective.ethnic	_	_	O	_	_	_
